PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,IsAlone,AgeGroup,FareGroup,FamilySizeGroup,SexPclass_female_1,SexPclass_female_2,SexPclass_female_3,SexPclass_male_1,SexPclass_male_2,SexPclass_male_3,AgePclass_1_1,AgePclass_1_2,AgePclass_1_3,AgePclass_2_1,AgePclass_2_2,AgePclass_2_3,AgePclass_3_1,AgePclass_3_2,AgePclass_3_3,AgePclass_4_1,AgePclass_4_2,AgePclass_4_3,AgePclass_5_1,AgePclass_5_2,AgePclass_5_3
186,0,1,0,40.0,50.0,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
187,1,3,1,31.0,15.5,2,3,2,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188,1,1,0,45.0,26.55,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
189,0,3,0,40.0,15.5,2,1,3,0,4,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
190,0,3,0,36.0,7.8958,0,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
191,1,2,1,32.0,13.0,0,3,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
192,0,2,0,19.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
193,1,3,1,19.0,7.8542,0,2,2,0,3,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
194,1,2,0,3.0,26.0,0,4,3,0,1,3,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
195,1,1,1,44.0,27.7208,1,3,1,1,4,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
196,1,1,1,58.0,146.5208,1,2,1,1,4,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
197,0,3,0,26.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
198,0,3,0,42.0,8.4042,0,1,2,0,4,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
199,1,3,1,18.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
200,0,2,1,24.0,13.0,0,2,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
201,0,3,0,28.0,9.5,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
202,0,3,0,26.0,69.55,0,1,11,0,3,4,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
203,0,3,0,34.0,6.4958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
204,0,3,0,45.5,7.225,1,1,1,1,4,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
205,1,3,0,18.0,8.05,0,1,1,1,2,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
206,0,3,1,2.0,10.4625,0,2,2,0,1,2,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
207,0,3,0,32.0,15.85,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
208,1,3,0,26.0,18.7875,1,1,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
209,1,3,1,16.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
210,1,1,0,40.0,31.0,1,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
211,0,3,0,24.0,7.05,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
212,1,2,1,35.0,21.0,0,2,1,1,3,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
213,0,3,0,22.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
214,0,2,0,30.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
215,0,3,0,26.0,7.75,2,1,2,0,3,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
216,1,1,1,31.0,113.275,1,2,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
217,1,3,1,27.0,7.925,0,2,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
218,0,2,0,42.0,27.0,0,1,2,0,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
219,1,1,1,32.0,76.2917,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
220,0,2,0,30.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,1,3,0,16.0,8.05,0,1,1,1,2,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
222,0,2,0,27.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
223,0,3,0,51.0,8.05,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
224,0,3,0,26.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
225,1,1,0,38.0,90.0,0,1,2,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
226,0,3,0,22.0,9.35,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
227,1,2,0,19.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
228,0,3,0,20.5,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
229,0,2,0,18.0,13.0,0,1,1,1,2,2,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
230,0,3,1,18.0,25.4667,0,2,5,0,2,3,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
231,1,1,1,35.0,83.475,0,3,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
232,0,3,0,29.0,7.775,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
233,0,2,0,59.0,13.5,0,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
234,1,3,1,5.0,31.3875,0,2,7,0,1,4,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
235,0,2,0,24.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
236,0,3,1,18.0,7.55,0,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
237,0,2,0,44.0,26.0,0,1,2,0,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
238,1,2,1,8.0,26.25,0,2,3,0,1,3,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
239,0,2,0,19.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
240,0,2,0,33.0,12.275,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
241,0,3,1,18.0,14.4542,1,2,2,0,2,2,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
242,1,3,1,18.0,15.5,2,2,2,0,2,3,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
243,0,2,0,29.0,10.5,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
244,0,3,0,22.0,7.125,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
245,0,3,0,30.0,7.225,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
246,0,1,0,44.0,90.0,2,5,3,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
247,0,3,1,25.0,7.775,0,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
248,1,2,1,24.0,14.5,0,3,3,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
249,1,1,0,37.0,52.5542,0,1,3,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
250,0,2,0,54.0,26.0,0,5,2,0,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
251,0,3,0,26.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
252,0,3,1,29.0,10.4625,0,3,3,0,3,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
253,0,1,0,62.0,26.55,0,1,1,1,5,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
254,0,3,0,30.0,16.1,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
255,0,3,1,41.0,20.2125,0,3,3,0,4,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
256,1,3,1,29.0,15.2458,1,3,3,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
257,1,1,1,40.0,79.2,1,3,1,1,4,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
258,1,1,1,30.0,86.5,0,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
259,1,1,1,35.0,512.3292,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
260,1,2,1,50.0,26.0,0,3,2,0,4,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
261,0,3,0,26.0,7.75,2,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
262,1,3,0,3.0,31.3875,0,4,7,0,1,4,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
263,0,1,0,52.0,79.65,0,1,3,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
264,0,1,0,40.0,0.0,0,1,1,1,4,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
265,0,3,1,18.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
266,0,2,0,36.0,10.5,0,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
267,0,3,0,16.0,39.6875,0,1,6,0,2,4,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
268,1,3,0,25.0,7.775,0,1,2,0,3,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
269,1,1,1,58.0,153.4625,0,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
270,1,1,1,35.0,135.6333,0,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
271,0,1,0,40.0,31.0,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
272,1,3,0,25.0,0.0,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
273,1,2,1,41.0,19.5,0,3,2,0,4,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
274,0,1,0,37.0,29.7,1,1,2,0,4,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
275,1,3,1,18.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
276,1,1,1,63.0,77.9583,0,2,2,0,5,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
277,0,3,1,45.0,7.75,0,2,1,1,4,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
278,0,2,0,31.0,0.0,0,1,1,1,3,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
279,0,3,0,7.0,29.125,2,4,6,0,1,3,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
280,1,3,1,35.0,20.25,0,3,3,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
281,0,3,0,65.0,7.75,2,1,1,1,5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
282,0,3,0,28.0,7.8542,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
283,0,3,0,16.0,9.5,0,1,1,1,2,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
284,1,3,0,19.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
285,0,1,0,40.0,26.0,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
286,0,3,0,33.0,8.6625,1,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
287,1,3,0,30.0,9.5,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
288,0,3,0,22.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
289,1,2,0,42.0,13.0,0,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
290,1,3,1,22.0,7.75,2,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
291,1,1,1,26.0,78.85,0,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
292,1,1,1,19.0,91.0792,1,3,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
293,0,2,0,36.0,12.875,1,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
294,0,3,1,24.0,8.85,0,2,1,1,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
295,0,3,0,24.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
296,0,1,0,40.0,27.7208,1,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
297,0,3,0,23.5,7.2292,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
298,0,1,1,2.0,151.55,0,2,4,0,1,4,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,1,1,0,40.0,30.5,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
300,1,1,1,50.0,247.5208,1,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
301,1,3,1,18.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
302,1,3,0,26.0,23.25,2,1,3,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
303,0,3,0,19.0,0.0,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
304,1,2,1,24.0,12.35,2,2,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
305,0,3,0,26.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
306,1,1,0,0.92,151.55,0,4,4,0,1,4,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
307,1,1,1,30.0,110.8833,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
308,1,1,1,17.0,108.9,1,3,2,0,2,4,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
309,0,2,0,30.0,24.0,1,1,2,0,3,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
310,1,1,1,30.0,56.9292,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
311,1,1,1,24.0,83.1583,1,2,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312,1,1,1,18.0,262.375,1,2,5,0,2,4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
313,0,2,1,26.0,26.0,0,3,3,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
314,0,3,0,28.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
315,0,2,0,43.0,26.25,0,1,3,0,4,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
316,1,3,1,26.0,7.8542,0,2,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
317,1,2,1,24.0,26.0,0,3,2,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
318,0,2,0,54.0,14.0,0,5,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
319,1,1,1,31.0,164.8667,0,2,3,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
320,1,1,1,40.0,134.5,1,3,3,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
321,0,3,0,22.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
322,0,3,0,27.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
323,1,2,1,30.0,12.35,2,2,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
324,1,2,1,22.0,29.0,0,3,3,0,3,3,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
325,0,3,0,26.0,69.55,0,1,11,0,3,4,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
326,1,1,1,36.0,135.6333,1,2,1,1,4,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
327,0,3,0,61.0,6.2375,0,1,1,1,5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328,1,2,1,36.0,13.0,0,3,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
329,1,3,1,31.0,20.525,0,3,3,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
330,1,1,1,16.0,57.9792,1,2,2,0,2,4,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
331,1,3,1,18.0,23.25,2,2,3,0,2,3,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
332,0,1,0,45.5,28.5,0,1,1,1,4,3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
333,0,1,0,38.0,153.4625,0,1,2,0,4,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
334,0,3,0,16.0,18.0,0,1,3,0,2,3,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
335,1,1,1,40.0,133.65,0,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
336,0,3,0,26.0,7.8958,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
337,0,1,0,29.0,66.6,0,1,2,0,3,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
338,1,1,1,41.0,134.5,1,2,1,1,4,4,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
339,1,3,0,45.0,8.05,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
340,0,1,0,45.0,35.5,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
341,1,2,0,2.0,26.0,0,4,3,0,1,3,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
342,1,1,1,24.0,263.0,0,2,6,0,3,4,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
343,0,2,0,28.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
344,0,2,0,25.0,13.0,0,1,1,1,3,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
345,0,2,0,36.0,13.0,0,1,1,1,4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
346,1,2,1,24.0,13.0,0,2,1,1,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
347,1,2,1,40.0,13.0,0,2,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
348,1,3,1,31.0,16.1,0,3,2,0,3,3,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
349,1,3,0,3.0,15.9,0,4,3,0,1,3,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
350,0,3,0,42.0,8.6625,0,1,1,1,4,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
351,0,3,0,23.0,9.225,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
352,0,1,0,40.0,35.0,0,1,1,1,4,4,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
353,0,3,0,15.0,7.2292,1,1,3,0,2,1,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
354,0,3,0,25.0,17.8,0,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
355,0,3,0,26.0,7.225,1,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
356,0,3,0,28.0,9.5,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
357,1,1,1,22.0,55.0,0,2,2,0,3,4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
358,0,2,1,38.0,13.0,0,2,1,1,4,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
359,1,3,1,18.0,7.8792,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
360,1,3,1,18.0,7.8792,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
361,0,3,0,40.0,27.9,0,1,6,0,4,3,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
362,0,2,0,29.0,27.7208,1,1,2,0,3,3,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
363,0,3,1,45.0,14.4542,1,3,2,0,4,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
364,0,3,0,35.0,7.05,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
365,0,3,0,26.0,15.5,2,1,2,0,3,3,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
366,0,3,0,30.0,7.25,0,1,1,1,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
367,1,1,1,60.0,75.25,1,3,2,0,4,4,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
368,1,3,1,31.0,7.2292,1,3,1,1,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
369,1,3,1,18.0,7.75,2,2,1,1,2,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
370,1,1,1,24.0,69.3,1,3,1,1,3,4,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
371,1,1,0,25.0,55.4417,1,1,2,0,3,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
372,0,3,0,18.0,6.4958,0,1,2,0,2,1,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
373,0,3,0,19.0,8.05,0,1,1,1,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
374,0,1,0,22.0,135.6333,1,1,1,1,3,4,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
